Key,English,Ukrainian
PROPQUEST_SCENARIO_INC_001398,What's this? Some old shackle? What? Nerco told you that he isn't coming back?,What's this? Some old shackle? What? Nerco told you that he isn't coming back?
PROPQUEST_SCENARIO_INC_001399,"Hurry up and take Mia's Shackles to my mother, so she can see how great I am!","Hurry up and take Mia's Shackles to my mother, so she can see how great I am!"
PROPQUEST_SCENARIO_INC_001400,Give Mia's Shackles to Lusina.,Give Mia's Shackles to Lusina.
PROPQUEST_SCENARIO_INC_001402,No Rest for the Wicked,No Rest for the Wicked
PROPQUEST_SCENARIO_INC_001403,"Oh that little brat! He is out of his mind! That’s it, when I find him he is getting a spanking more terrifying than Shade's fury!!!","Oh that little brat! He is out of his mind! That’s it, when I find him he is getting a spanking more terrifying than Shade's fury!!!"
PROPQUEST_SCENARIO_INC_001404,"Oh, by the way! The Mayor of Saint City is looking for you in hurry. I really should go find my son now. I still owe you a meal sometime so come back and see us!","Oh, by the way! The Mayor of Saint City is looking for you in hurry. I really should go find my son now. I still owe you a meal sometime so come back and see us!"
PROPQUEST_SCENARIO_INC_001405,Go see the Mayor of Saint City. I gotta go now. See you!,Go see the Mayor of Saint City. I gotta go now. See you!
PROPQUEST_SCENARIO_INC_001406,"Well, that’s up to you! Either way, I have to rush off now!","Well, that’s up to you! Either way, I have to rush off now!"
PROPQUEST_SCENARIO_INC_001407,Oh! There you are! I've been waiting for you!. We are in great need of your abilities!,Oh! There you are! I've been waiting for you!. We are in great need of your abilities!
PROPQUEST_SCENARIO_INC_001408,"Hmm, what to spank him with? OH! You are still here? The mayor is looking for you. Please go see him!","Hmm, what to spank him with? OH! You are still here? The mayor is looking for you. Please go see him!"
PROPQUEST_SCENARIO_INC_001409,Meet the Mayor of Saint City.,Meet the Mayor of Saint City.
PROPQUEST_SCENARIO_INC_001411,Power in Numbers,Power in Numbers
PROPQUEST_SCENARIO_INC_001412,"Do you know about the Bucrow? They are protectors of the natural order that have existed long before man. They have since grown malicious, and attack our citizens.","Do you know about the Bucrow? They are protectors of the natural order that have existed long before man. They have since grown malicious, and attack our citizens."
PROPQUEST_SCENARIO_INC_001413,"I believe the sudden increase in the amount of monsters is to blame. Bucrow are very in tune with the balance of nature, and have become enraged with its disintegration","I believe the sudden increase in the amount of monsters is to blame. Bucrow are very in tune with the balance of nature, and have become enraged with its disintegration"
PROPQUEST_SCENARIO_INC_001414,"I must warn you though. Bucrow are very strong, which is why I've asked you to unite with other champions in this task. Please, will you help us to defeat them?","I must warn you though. Bucrow are very strong, which is why I've asked you to unite with other champions in this task. Please, will you help us to defeat them?"
PROPQUEST_SCENARIO_INC_001415,You and your band of allies must travel to Saint Morning's southernmost region known as the Fantasy Desert. This is where the Bucrow primarily reside.,You and your band of allies must travel to Saint Morning's southernmost region known as the Fantasy Desert. This is where the Bucrow primarily reside.
PROPQUEST_SCENARIO_INC_001416,"I might not know with any certainty how the Bucrow first began to become so vicious, but what I do know is that we must do something about them soon!","I might not know with any certainty how the Bucrow first began to become so vicious, but what I do know is that we must do something about them soon!"
PROPQUEST_SCENARIO_INC_001417,"Done already!? My thanks go out to you and your allies. Sometimes companionship is the key to victory! As soon as you reach level 30, please return to me as I have another request.","Done already!? My thanks go out to you and your allies. Sometimes companionship is the key to victory! As soon as you reach level 30, please return to me as I have another request."
PROPQUEST_SCENARIO_INC_001418,Please you must all hurry! We cannot sit idly by in such a dire situation.,Please you must all hurry! We cannot sit idly by in such a dire situation.
PROPQUEST_SCENARIO_INC_001419,Kill 8 Small Bucrow & 4 Bucrow while in a party and return to the Mayor of Saint City.,Kill 8 Small Bucrow & 4 Bucrow while in a party and return to the Mayor of Saint City.
PROPQUEST_SCENARIO_INC_001421,Hero of Saint City,Hero of Saint City
PROPQUEST_SCENARIO_INC_001422,"Hah, you have become quite the celebrity around here! Yes, there is still evil afoot in Saint Morning, but nothing that we can't now contain thanks to your aid!","Hah, you have become quite the celebrity around here! Yes, there is still evil afoot in Saint Morning, but nothing that we can't now contain thanks to your aid!"
PROPQUEST_SCENARIO_INC_001423,I do wish to ask you one last favor. Will you hear me out in my final request?,I do wish to ask you one last favor. Will you hear me out in my final request?
PROPQUEST_SCENARIO_INC_001424,"You have my thanks. Word has it, a group of dangerous escaped convicts from Saint City Prison are planning their revenge. Please defeat the Hobo and take his sword as proof!","You have my thanks. Word has it, a group of dangerous escaped convicts from Saint City Prison are planning their revenge. Please defeat the Hobo and take his sword as proof!"
PROPQUEST_SCENARIO_INC_001425,Hmm…just unfortunate considering how far you have come!,Hmm…just unfortunate considering how far you have come!
PROPQUEST_SCENARIO_INC_001426,"I knew it all along. Reonan was right. There is truly greatness within you. I, and the people of Saint City, wish to bestow you with this gift of elemental cards. Use them wisely!","I knew it all along. Reonan was right. There is truly greatness within you. I, and the people of Saint City, wish to bestow you with this gift of elemental cards. Use them wisely!"
PROPQUEST_SCENARIO_INC_001427,The Hobo should be in the Western Fantasy Desert. Please eliminate this threat!,The Hobo should be in the Western Fantasy Desert. Please eliminate this threat!
PROPQUEST_SCENARIO_INC_001428,Kill Hobo and get the Hobo Sword.,Kill Hobo and get the Hobo Sword.
PROPQUEST_SCENARIO_INC_001453,"Huh? You want me to show you the most powerful skill of mine? Hmm... If you want to see it, I can show you. Here! Put those pieces into my mouth. ah~~","Huh? You want me to show you the most powerful skill of mine? Hmm... If you want to see it, I can show you. Here! Put those pieces into my mouth. ah~~"
PROPQUEST_SCENARIO_INC_001455,Mysterious Bounty Hunter,Mysterious Bounty Hunter
PROPQUEST_SCENARIO_INC_001456,"Level 40 eh? You've really grown since our last meeting! Hmm, have you heard of a man named ""Ghost"" Hael? He is one of Madrigal's best known bounty hunters.","Level 40 eh? You've really grown since our last meeting! Hmm, have you heard of a man named ""Ghost"" Hael? He is one of Madrigal's best known bounty hunters."
PROPQUEST_SCENARIO_INC_001457,"His cold and mysterious demeanor have earned him the title ""Ghost"". I've heard from sources that he might be traveling through Flaris today.","His cold and mysterious demeanor have earned him the title ""Ghost"". I've heard from sources that he might be traveling through Flaris today."
PROPQUEST_SCENARIO_INC_001458,"Would you perhaps seek him out for me? If you tell him my name, perhaps it will jog his memory…","Would you perhaps seek him out for me? If you tell him my name, perhaps it will jog his memory…"
PROPQUEST_SCENARIO_INC_001459,Appreciate it! He will be appearing at Fountain of Dead Person in the Northern part of Flaris. Please find him.,Appreciate it! He will be appearing at Fountain of Dead Person in the Northern part of Flaris. Please find him.
PROPQUEST_SCENARIO_INC_001460,"What are you scared? I mean, he's not REALLY a ghost.","What are you scared? I mean, he's not REALLY a ghost."
PROPQUEST_SCENARIO_INC_001461,Sure is awfully hard to concentrate with you standing right there. What do you want?,Sure is awfully hard to concentrate with you standing right there. What do you want?
PROPQUEST_SCENARIO_INC_001462,You haven't met Hael yet? He should be at the Fountain of Dead Person.,You haven't met Hael yet? He should be at the Fountain of Dead Person.
PROPQUEST_SCENARIO_INC_001463,Meet Hael and mention Reonan's name.,Meet Hael and mention Reonan's name.
PROPQUEST_SCENARIO_INC_001465,Time is Money,Time is Money
PROPQUEST_SCENARIO_INC_001466,Wha? Someone named Reonan is looking for me? Sounds familiar but… UGH! I've got way too bad of a headache to be thinking about things right now.,Wha? Someone named Reonan is looking for me? Sounds familiar but… UGH! I've got way too bad of a headache to be thinking about things right now.
PROPQUEST_SCENARIO_INC_001467,"Reonan... It's the first time hearing that name, but it is familiar... He said its time? Time for what, I wonder…","Reonan... It's the first time hearing that name, but it is familiar... He said its time? Time for what, I wonder…"
PROPQUEST_SCENARIO_INC_001468,Regardless! I have my own goals and limited time so move along! There is a foul demon lurking in the Mars Mine with a bounty on its head JUST waiting to be claimed *sneer*,Regardless! I have my own goals and limited time so move along! There is a foul demon lurking in the Mars Mine with a bounty on its head JUST waiting to be claimed *sneer*
PROPQUEST_SCENARIO_INC_001469,"UGH! Headache…getting…worse! OK look, here's the deal. You take out that Vice Veduque, give me the reward and I will meet your Reonan. Deal?","UGH! Headache…getting…worse! OK look, here's the deal. You take out that Vice Veduque, give me the reward and I will meet your Reonan. Deal?"
PROPQUEST_SCENARIO_INC_001470,"Well, never expected you to accept THAT offer? Well anyway, go kill 10 Vice Veduque in Mars Mine then return to me!","Well, never expected you to accept THAT offer? Well anyway, go kill 10 Vice Veduque in Mars Mine then return to me!"
PROPQUEST_SCENARIO_INC_001471,"No skin off my back! Planned to do it myself anyway. Just gotta, ya know, rest a minute or two…or three…","No skin off my back! Planned to do it myself anyway. Just gotta, ya know, rest a minute or two…or three…"
PROPQUEST_SCENARIO_INC_001472,"Hmpf killed them huh? Well aren't we proud of ourselves. Anyway, while you were in Mars Mine, I thought again about this here… Reonan, or whatever his name is.","Hmpf killed them huh? Well aren't we proud of ourselves. Anyway, while you were in Mars Mine, I thought again about this here… Reonan, or whatever his name is."
PROPQUEST_SCENARIO_INC_001473,"*snores* huh!? What!? I was awake, just resting my eyes!","*snores* huh!? What!? I was awake, just resting my eyes!"
PROPQUEST_SCENARIO_INC_001474,Kill 10 Vice Veduque and meet Hael.,Kill 10 Vice Veduque and meet Hael.
PROPQUEST_SCENARIO_INC_001476,Seeing Through to the Past,Seeing Through to the Past
PROPQUEST_SCENARIO_INC_001477,"Still not ringing any bells. Though, the name is familiar… Maybe Master Radeon can tell you something about the name. He took me in over 20 years ago and has been my mentor since.","Still not ringing any bells. Though, the name is familiar… Maybe Master Radeon can tell you something about the name. He took me in over 20 years ago and has been my mentor since."
PROPQUEST_SCENARIO_INC_001478,I can hardly remember what I had for breakfast. Go talk with Master Radeon alright? I'm sure he might know something…,I can hardly remember what I had for breakfast. Go talk with Master Radeon alright? I'm sure he might know something…
PROPQUEST_SCENARIO_INC_001479,"Wow, seems like my headache is already lifting knowing I got you out of my hair. Master Radeon is on the other side of the Fountain of the Dead. Go see him!","Wow, seems like my headache is already lifting knowing I got you out of my hair. Master Radeon is on the other side of the Fountain of the Dead. Go see him!"
PROPQUEST_SCENARIO_INC_001480,You don’t want to do it? Alright...,You don’t want to do it? Alright...
PROPQUEST_SCENARIO_INC_001481,Hmm? So Reonan is inquiring of Hael? It appears that it is time…,Hmm? So Reonan is inquiring of Hael? It appears that it is time…
PROPQUEST_SCENARIO_INC_001483,Find Master Radeon and ask about the Hael's past.,Find Master Radeon and ask about the Hael's past.
PROPQUEST_SCENARIO_INC_001485,Shards of Memory,Shards of Memory
PROPQUEST_SCENARIO_INC_001486,"I have known Hael many years. When I first discovered him, he was laying there unconscious. I was able to nurse him back to health, but still he had no recollection of his memory. There is a way to recover it though…","I have known Hael many years. When I first discovered him, he was laying there unconscious. I was able to nurse him back to health, but still he had no recollection of his memory. There is a way to recover it though…"
PROPQUEST_SCENARIO_INC_001487,I feel there might be something important lost in his past. The only way to recover it would be by using a Memory Shard. This should allow Hael to uncover his past.,I feel there might be something important lost in his past. The only way to recover it would be by using a Memory Shard. This should allow Hael to uncover his past.
PROPQUEST_SCENARIO_INC_001488,"First, you will need to purify the shard by bringing it to the Magic Box Ancimys. Will you retrieve the purified Memory shard and bring it to Hael?","First, you will need to purify the shard by bringing it to the Magic Box Ancimys. Will you retrieve the purified Memory shard and bring it to Hael?"
PROPQUEST_SCENARIO_INC_001489,Please locate the Memory Shard which should be somewhere around the Altar of Violet in Northern Flaris. There are Violet Magician Troupe patrolling the area.,Please locate the Memory Shard which should be somewhere around the Altar of Violet in Northern Flaris. There are Violet Magician Troupe patrolling the area.
PROPQUEST_SCENARIO_INC_001490,"If you wish Hael's assistance, this might be the only chance you have…","If you wish Hael's assistance, this might be the only chance you have…"
PROPQUEST_SCENARIO_INC_001491,Hey! You act like you haven't seen a man trapped in a treasure chest before. Oh you come bearing Memory Shards to be purified?,Hey! You act like you haven't seen a man trapped in a treasure chest before. Oh you come bearing Memory Shards to be purified?
PROPQUEST_SCENARIO_INC_001492,"Please acquire the Memory Shard located at the Altar of Violet, and bring it to Ancimys for purification.","Please acquire the Memory Shard located at the Altar of Violet, and bring it to Ancimys for purification."
PROPQUEST_SCENARIO_INC_001493,Locate the Memory shard in Northern Flaris and bring it to Ancimys,Locate the Memory shard in Northern Flaris and bring it to Ancimys
PROPQUEST_SCENARIO_INC_001495,A Chest full of Memories,A Chest full of Memories
PROPQUEST_SCENARIO_INC_001496,"I will purify the Memory Shards sure, but first a joke!","I will purify the Memory Shards sure, but first a joke!"
PROPQUEST_SCENARIO_INC_001497,"Haha, well since you were so kind to listen here is your crystal. Now go ahead and take it!","Haha, well since you were so kind to listen here is your crystal. Now go ahead and take it!"
PROPQUEST_SCENARIO_INC_001498,Thanks again for listening. The Pukepukes around here don't have a very good sense of humor! Haha!,Thanks again for listening. The Pukepukes around here don't have a very good sense of humor! Haha!
PROPQUEST_SCENARIO_INC_001499,"What's the deal with this weird looking stone? Oh, for helping me to recall my lost thoughts you say? Oh well, worth a shot!","What's the deal with this weird looking stone? Oh, for helping me to recall my lost thoughts you say? Oh well, worth a shot!"
PROPQUEST_SCENARIO_INC_001500,"Oh back so soon? Don't worry I have plenty more jokes! So what do you get when you cross an Aibatt with... Er wait, I forgot how it goes...","Oh back so soon? Don't worry I have plenty more jokes! So what do you get when you cross an Aibatt with... Er wait, I forgot how it goes..."
PROPQUEST_SCENARIO_INC_001501,Bring the purified Memory Shard to Hael.,Bring the purified Memory Shard to Hael.
PROPQUEST_SCENARIO_INC_001503,The First Pendant,The First Pendant
PROPQUEST_SCENARIO_INC_001504,"Woahhhh now, everything is finally clear. Hah...Hah... I finally remember... I can't believe this... I recall Reonan now...","Woahhhh now, everything is finally clear. Hah...Hah... I finally remember... I can't believe this... I recall Reonan now..."
PROPQUEST_SCENARIO_INC_001505,We were once good friends who stood together against a great threat… only at that time… we went by different names… I'm sure you will understand in time.,We were once good friends who stood together against a great threat… only at that time… we went by different names… I'm sure you will understand in time.
PROPQUEST_SCENARIO_INC_001506,"Here, take this to Reonan. It's a pendant once shared amongst several old comrades… He'll understand when he sees it…","Here, take this to Reonan. It's a pendant once shared amongst several old comrades… He'll understand when he sees it…"
PROPQUEST_SCENARIO_INC_001507,"As for now, I have business to attend to. I will catch up with you guys later. Try not to miss me too much and stuff *sneer*","As for now, I have business to attend to. I will catch up with you guys later. Try not to miss me too much and stuff *sneer*"
PROPQUEST_SCENARIO_INC_001508,"Well, I'm in no real hurry. Just take the pendant to Reonan whenever you have the chance.","Well, I'm in no real hurry. Just take the pendant to Reonan whenever you have the chance."
PROPQUEST_SCENARIO_INC_001509,This pendant… It was a symbol of the trust that I once shared with Hael. I've been hoping to find him for awhile now to no avail…,This pendant… It was a symbol of the trust that I once shared with Hael. I've been hoping to find him for awhile now to no avail…
PROPQUEST_SCENARIO_INC_001510,Take the pendant to Reonan soon. I didn't give it to you as a keepsake.,Take the pendant to Reonan soon. I didn't give it to you as a keepsake.
PROPQUEST_SCENARIO_INC_001511,Bring the pendant from Hael to Reonan.,Bring the pendant from Hael to Reonan.
PROPQUEST_SCENARIO_INC_001513,Quest for Truth,Quest for Truth
PROPQUEST_SCENARIO_INC_001514,Lost memory you say? Must have been hard for him wandering around so aimlessly with no true identity. We will give him time to gather his thoughts…,Lost memory you say? Must have been hard for him wandering around so aimlessly with no true identity. We will give him time to gather his thoughts…
PROPQUEST_SCENARIO_INC_001515,"In the meantime, are you aware of the Garden of Rhisis? It is the landmass Northeast of Saint Morning. My friend Handel is currently conducting research there.","In the meantime, are you aware of the Garden of Rhisis? It is the landmass Northeast of Saint Morning. My friend Handel is currently conducting research there."
PROPQUEST_SCENARIO_INC_001516,Her work takes much time and the constant threat of masquerpet attacks doesn't help the process. Will you please go and assist her?,Her work takes much time and the constant threat of masquerpet attacks doesn't help the process. Will you please go and assist her?
PROPQUEST_SCENARIO_INC_001517,You can reach the Garden of Rhisis by flying Northeast from the continent of Saint Morning. Please go there and meet up with Handel,You can reach the Garden of Rhisis by flying Northeast from the continent of Saint Morning. Please go there and meet up with Handel
PROPQUEST_SCENARIO_INC_001518,"Hah, I see! After using all those town blinkwings, you've already forgotten how to fly.","Hah, I see! After using all those town blinkwings, you've already forgotten how to fly."
PROPQUEST_SCENARIO_INC_001519,Welcome to the Garden of Rhisis. I have been expecting you. Do you understand the nature of my research?,Welcome to the Garden of Rhisis. I have been expecting you. Do you understand the nature of my research?
PROPQUEST_SCENARIO_INC_001520,Handel is in the Northern part of the Garden of Rhisis. Please go locate her!,Handel is in the Northern part of the Garden of Rhisis. Please go locate her!
PROPQUEST_SCENARIO_INC_001521,Go find Handel in the Garden of Rhisis.,Go find Handel in the Garden of Rhisis.
PROPQUEST_SCENARIO_INC_001523,Slaves to Shade,Slaves to Shade
PROPQUEST_SCENARIO_INC_001524,"You know where these monsters come from right? According to the records, they were the creation of Shade. Angered by her inability to destroy all of Roika, she plagued the lands with these foul beasts.","You know where these monsters come from right? According to the records, they were the creation of Shade. Angered by her inability to destroy all of Roika, she plagued the lands with these foul beasts."
PROPQUEST_SCENARIO_INC_001525,"Shade and her monsters succeeded in taking over all of Madrigal. She was subsequently defeated by 8 brave heroes who all rose to the challenge, restoring peace to the land.","Shade and her monsters succeeded in taking over all of Madrigal. She was subsequently defeated by 8 brave heroes who all rose to the challenge, restoring peace to the land."
PROPQUEST_SCENARIO_INC_001526,"Shade is now dead, but monsters that she created still exist. In fact, they seem to be growing stronger and greater in number. I'm here in the hopes of uncovering some sort of answer.","Shade is now dead, but monsters that she created still exist. In fact, they seem to be growing stronger and greater in number. I'm here in the hopes of uncovering some sort of answer."
PROPQUEST_SCENARIO_INC_001527,Research is difficult with the constant threat of Tombstone Bearers around. Will you please help buy me some time by defeating them?,Research is difficult with the constant threat of Tombstone Bearers around. Will you please help buy me some time by defeating them?
PROPQUEST_SCENARIO_INC_001528,Thank you for your assistance. Killing 15 Tombstone Bearers should allow me ample time to complete my research.,Thank you for your assistance. Killing 15 Tombstone Bearers should allow me ample time to complete my research.
PROPQUEST_SCENARIO_INC_001529,"For the sake of truth, please do not pass up my request!","For the sake of truth, please do not pass up my request!"
PROPQUEST_SCENARIO_INC_001530,"I've done it!! Because of your bravery, I've found an important piece of information.","I've done it!! Because of your bravery, I've found an important piece of information."
PROPQUEST_SCENARIO_INC_001531,I'm still in the process of research. Please go and defeat 15 Small Tombstone Bearers & 7 Tombstone Bearers while I complete my work!,I'm still in the process of research. Please go and defeat 15 Small Tombstone Bearers & 7 Tombstone Bearers while I complete my work!
PROPQUEST_SCENARIO_INC_001532,Defeat 15 Small Tombstone Bearers & 7 Tombstone Bearers.,Defeat 15 Small Tombstone Bearers & 7 Tombstone Bearers.
PROPQUEST_SCENARIO_INC_001534,Endless Loop,Endless Loop
PROPQUEST_SCENARIO_INC_001535,"While conducting my research, I found something of interest about the pillars carried by the Tombstone Bearers. It looks similar to those of Shade's temple.","While conducting my research, I found something of interest about the pillars carried by the Tombstone Bearers. It looks similar to those of Shade's temple."
PROPQUEST_SCENARIO_INC_001536,"Upon looking further into the information, I found that Tombstone Bearers were actually slaves of Shade that built her temple. But why would they be here in the Garden of Rhisis?","Upon looking further into the information, I found that Tombstone Bearers were actually slaves of Shade that built her temple. But why would they be here in the Garden of Rhisis?"
PROPQUEST_SCENARIO_INC_001537,I need to acquire more data! Would you help me further by acquiring an Ancient Inscription? This might provide the insight I'm looking for!,I need to acquire more data! Would you help me further by acquiring an Ancient Inscription? This might provide the insight I'm looking for!
PROPQUEST_SCENARIO_INC_001538,I knew you would have accepted. You too yearn to discover the truth! You can find a Ancient Inscription by defeating any of the Tombstone Bearers,I knew you would have accepted. You too yearn to discover the truth! You can find a Ancient Inscription by defeating any of the Tombstone Bearers
PROPQUEST_SCENARIO_INC_001539,How could you decline? This could potentially reveal so much to us about Shade's masquerpets and their growing strength!,How could you decline? This could potentially reveal so much to us about Shade's masquerpets and their growing strength!
PROPQUEST_SCENARIO_INC_001540,You got it!! Please hand it over quickly for me to analyze!,You got it!! Please hand it over quickly for me to analyze!
PROPQUEST_SCENARIO_INC_001541,"Even if you don't initially receive an Ancient Inscription, keep defeating them! I'm sure one of these Tombstone Bearers is bound to have the Ancient Inscription!","Even if you don't initially receive an Ancient Inscription, keep defeating them! I'm sure one of these Tombstone Bearers is bound to have the Ancient Inscription!"
PROPQUEST_SCENARIO_INC_001542,Acquire an Ancient Inscription from one of the Tombstone Bearers.,Acquire an Ancient Inscription from one of the Tombstone Bearers.
PROPQUEST_SCENARIO_INC_001544,Essence of the Gods,Essence of the Gods
PROPQUEST_SCENARIO_INC_001545,It's of no use… The stamp is just too damaged to gather much significant information. It did allude to the War of the Gods though…,It's of no use… The stamp is just too damaged to gather much significant information. It did allude to the War of the Gods though…
PROPQUEST_SCENARIO_INC_001546,"I know from lore that, during this time, Bubble decided to take action against Shade and her masquerpet army. A battle occurred between the gods at this very location.","I know from lore that, during this time, Bubble decided to take action against Shade and her masquerpet army. A battle occurred between the gods at this very location."
PROPQUEST_SCENARIO_INC_001547,It is rumored that the essence of both gods remains in this garden till this day. Could you please find the Bubble Trace for me?,It is rumored that the essence of both gods remains in this garden till this day. Could you please find the Bubble Trace for me?
PROPQUEST_SCENARIO_INC_001548,"Please defeat the Basques in the North and acquire the Bubble Trace. Once you have this, take it to Bowler. He knows much more ancient lore than myself.","Please defeat the Basques in the North and acquire the Bubble Trace. Once you have this, take it to Bowler. He knows much more ancient lore than myself."
PROPQUEST_SCENARIO_INC_001549,You don't want to help me? Oh well... Then I will go myself...,You don't want to help me? Oh well... Then I will go myself...
PROPQUEST_SCENARIO_INC_001550,"Hmm? Yes I am Bowler, last keeper of the lore of this continent. WHAT!? You come bearing the Bubble Trace!?","Hmm? Yes I am Bowler, last keeper of the lore of this continent. WHAT!? You come bearing the Bubble Trace!?"
PROPQUEST_SCENARIO_INC_001551,"Please kill 15 Basques, acquire the Bubble Trace and take it to Bowler.","Please kill 15 Basques, acquire the Bubble Trace and take it to Bowler."
PROPQUEST_SCENARIO_INC_001552,Kill 15 Phantom Basques & 7 Basques and find the Bubble Trace and bring it to Bowler.,Kill 15 Phantom Basques & 7 Basques and find the Bubble Trace and bring it to Bowler.
PROPQUEST_SCENARIO_INC_001554,Essence of the Gods (2),Essence of the Gods (2)
PROPQUEST_SCENARIO_INC_001555,"According to my ancestors, this region was once a primary location for a massive conflict between Bubble and Shade. Lets put it this way, Madrigal was once all one continent before this war…","According to my ancestors, this region was once a primary location for a massive conflict between Bubble and Shade. Lets put it this way, Madrigal was once all one continent before this war…"
PROPQUEST_SCENARIO_INC_001556,"We must also acquire the Shade trace. It's rumored to be held by the Pranksters, the last remnants of the followers of Shade. As you can see, I'm a tad too short to confront them. Could you get it for me?","We must also acquire the Shade trace. It's rumored to be held by the Pranksters, the last remnants of the followers of Shade. As you can see, I'm a tad too short to confront them. Could you get it for me?"
PROPQUEST_SCENARIO_INC_001557,I appreciate the assistance. Please go Kill 15 Small Mage Pranksters & 7 Pranksters and acquire the Shade trace.,I appreciate the assistance. Please go Kill 15 Small Mage Pranksters & 7 Pranksters and acquire the Shade trace.
PROPQUEST_SCENARIO_INC_001558,What? Expect a poor little Dwarpet such as myself to take on an army of Pranksters?,What? Expect a poor little Dwarpet such as myself to take on an army of Pranksters?
PROPQUEST_SCENARIO_INC_001559,"So according to Bowler, this was the site of the battle between Bubble and Shade? The essence of each that you contain is definitive proof of this.","So according to Bowler, this was the site of the battle between Bubble and Shade? The essence of each that you contain is definitive proof of this."
PROPQUEST_SCENARIO_INC_001560,"Kill 15 Small Mage Pranksters & 7 Pranksters, find the Shade Trace and bring it to Handel.","Kill 15 Small Mage Pranksters & 7 Pranksters, find the Shade Trace and bring it to Handel."
PROPQUEST_SCENARIO_INC_001561,"Kill 15 Small Mage Pranksters & 7 Pranksters, acquire the Shade Trace and bring it to Handel.","Kill 15 Small Mage Pranksters & 7 Pranksters, acquire the Shade Trace and bring it to Handel."
PROPQUEST_SCENARIO_INC_001563,Guardians of the Temple,Guardians of the Temple
PROPQUEST_SCENARIO_INC_001564,"This essence of Shade is concerning… After the 8 Heroes had defeated Shade, all remnants of her existence were to be purged to prevent her return.","This essence of Shade is concerning… After the 8 Heroes had defeated Shade, all remnants of her existence were to be purged to prevent her return."
PROPQUEST_SCENARIO_INC_001565,"If her essence remains, this is very bad… Stored in the Temple of Iblis is the Parchment of War. Please head there and retrieve it for me.","If her essence remains, this is very bad… Stored in the Temple of Iblis is the Parchment of War. Please head there and retrieve it for me."
PROPQUEST_SCENARIO_INC_001566,The Temple of Iblis is in the Southern most region of Saint Morning. The records are guarded by both Iblis Crashers and an Iblis Guardian so please defeat them to obtain it!,The Temple of Iblis is in the Southern most region of Saint Morning. The records are guarded by both Iblis Crashers and an Iblis Guardian so please defeat them to obtain it!
PROPQUEST_SCENARIO_INC_001567,We've come too far to just quit now! Please reconsider!!,We've come too far to just quit now! Please reconsider!!
PROPQUEST_SCENARIO_INC_001568,You've made it back with the Parchment!,You've made it back with the Parchment!
PROPQUEST_SCENARIO_INC_001569,Please bring the Parchment of War after defeating 10 Iblis Crashers and an Iblis Guardian.,Please bring the Parchment of War after defeating 10 Iblis Crashers and an Iblis Guardian.
PROPQUEST_SCENARIO_INC_001570,Bring Handel the Parchment of War after defeating 10 Iblis Crashers and an Iblis Guardian.,Bring Handel the Parchment of War after defeating 10 Iblis Crashers and an Iblis Guardian.
PROPQUEST_SCENARIO_INC_001572,Before He's Road kill…,Before He's Road kill…
PROPQUEST_SCENARIO_INC_001573,Please you must quickly hurry to Bowler! It seems the Wheelems near him have grown increasingly aggressive and he has grown quite fearful!,Please you must quickly hurry to Bowler! It seems the Wheelems near him have grown increasingly aggressive and he has grown quite fearful!
PROPQUEST_SCENARIO_INC_001574,"Will you hurry to his aid? In the meanwhile, I will attempt to decrypt these records. I know they contain something worthwhile!!","Will you hurry to his aid? In the meanwhile, I will attempt to decrypt these records. I know they contain something worthwhile!!"
PROPQUEST_SCENARIO_INC_001575,Your assistance is truly appreciated! Hurry and defeat 20 Rough Wheelems & 10 Wheelems then report to Bowler!,Your assistance is truly appreciated! Hurry and defeat 20 Rough Wheelems & 10 Wheelems then report to Bowler!
PROPQUEST_SCENARIO_INC_001576,Oh no!! You must help him! Bowler doesn't stand a chance against those vicious Wheelems!,Oh no!! You must help him! Bowler doesn't stand a chance against those vicious Wheelems!
PROPQUEST_SCENARIO_INC_001577,"That was too close of a call! The Wheelems generally left me alone. For whatever reason, they suddenly grew violent and attempted to attack me while I was out near their territory.","That was too close of a call! The Wheelems generally left me alone. For whatever reason, they suddenly grew violent and attempted to attack me while I was out near their territory."
PROPQUEST_SCENARIO_INC_001578,Hurry! Kill 20 Rough Wheelems & 10 Wheelems before they can reach Bowler!,Hurry! Kill 20 Rough Wheelems & 10 Wheelems before they can reach Bowler!
PROPQUEST_SCENARIO_INC_001579,Kill 20 Rough Wheelems & 10 Wheelems and report to Bowler.,Kill 20 Rough Wheelems & 10 Wheelems and report to Bowler.
PROPQUEST_SCENARIO_INC_001581,The Moment of Truth,The Moment of Truth
PROPQUEST_SCENARIO_INC_001582,"The number of Wheelems has increased so much since I last remember. If it weren't for you, I would have been Dwarpet road kill…","The number of Wheelems has increased so much since I last remember. If it weren't for you, I would have been Dwarpet road kill…"
PROPQUEST_SCENARIO_INC_001583,Has Handel finished her research? Oh! She is currently decrypting the Parchment of War? Will you hurry back to her and find if she has finished?,Has Handel finished her research? Oh! She is currently decrypting the Parchment of War? Will you hurry back to her and find if she has finished?
PROPQUEST_SCENARIO_INC_001584,"Tell Handel that I said thanks for her concern… If she need my help, feel free to find me at anytime!","Tell Handel that I said thanks for her concern… If she need my help, feel free to find me at anytime!"
PROPQUEST_SCENARIO_INC_001585,"Look I know I'm great and you would love to spend time with me, but this is sort of important!","Look I know I'm great and you would love to spend time with me, but this is sort of important!"
